"winner","Yi","TB","YS","WT","EYB1","Age","SEYB5","YW","EYB5","YW_sq","TB_YW","TB_sq","WT_YW"
1,2.54490548592115,10,16,1,3.23842155919152,68,1,1985,22.5584466019417,3940225,19850,100,1985
0,42.3679561466815,2,14,1,30.6635539033456,63,1,1986,31.6224334433442,3944196,3972,4,1986
0,5.34708929786823,1,8,1,6.54499999999998,59,1,1987,6.25798963730568,3948169,1987,1,1987
0,0,2,13,0,0,73,0,1988,0,3952144,3976,4,0
1,0,2,12,0,0,48,0,1988,0,3952144,3976,4,0
0,14.4071990448218,2,16,1,0,47,0,1985,0,3940225,3970,4,1985
0,1.60798122065727,2,16,1,10.5933085501858,45,1,1986,10.3993399339934,3944196,3972,4,1986
1,17.0706999628477,4,13,1,11.8084832713754,44,1,1986,3.89568316831682,3944196,7944,16,1986
1,20.3648829957035,2,13,0,17.006,29,1,1987,14.7579523316062,3948169,3974,4,0
1,42.6129007572315,10,13,1,40.3360594795538,38,1,1986,26.7440880088008,3944196,19860,100,1986
0,25.3042001544295,1,14,1,18.9569999999999,28,1,1987,9.67319378238339,3948169,1987,1,1987
0,0,1,10,0,0,83,0,1985,0,3940225,1985,1,0
0,0,2,12,0,0,75,0,1987,0,3948169,3974,4,0
1,0,10,16,1,0,64,0,1987,0,3948169,19870,100,1987
0,0,2,12,0,0,62,0,1987,0,3948169,3974,4,0
0,10.5909098665568,2,12,1,9.04199999999998,55,1,1986,4.75656765676566,3944196,3972,4,1986
0,4.77366344449594,2,15,1,20.0399999999999,53,1,1987,17.3043067357512,3948169,3974,4,1987
0,14.7635761176961,10,16,1,0,50,1,1985,1.92731067961165,3940225,19850,100,1985
1,0.117196956889264,4,12,1,0,53,1,1987,16.0527088082901,3948169,7948,16,1987
0,36.3805470497417,2,12,1,33.3177670837343,47,1,1985,26.5726796116504,3940225,3970,4,1985
0,26.1393503337479,0,14,1,16.2678587360594,45,1,1986,9.75307370737071,3944196,0,0,1986
1,12.9665373168973,2,12,1,10.6941486988847,42,1,1986,0.274904290429042,3944196,3972,4,1986
0,3.16366258689129,0,14,0,0,38,1,1986,0.99110231023102,3944196,0,0,0
1,2.09981741335587,10,12,1,35.7429999999999,36,1,1987,21.7678093264248,3948169,19870,100,1987
0,0,2,12,0,0,80,0,1986,0,3944196,3972,4,0
0,0,2,12,0,0,73,0,1986,0,3944196,3972,4,0
0,34.284628669242,2,12,1,41.9999999999999,60,1,1987,36.7983419689118,3948169,3974,4,1987
1,0,2,12,1,0,54,1,1988,27.1524096385541,3952144,3976,4,1988
1,42.6767935908218,2,14,1,40.3360594795538,48,1,1986,35.8099009900989,3944196,3972,4,1986
0,17.1164926169519,2,16,1,30.4327237728584,46,1,1985,33.7006699029125,3940225,3970,4,1985
0,15.6212928066616,2,14,1,14.5250557620817,48,1,1986,9.17071067106708,3944196,3972,4,1986
0,18.6754371032103,2,16,1,14.0982098171318,40,1,1985,16.8416893203883,3940225,3970,4,1985
0,42.3938841260413,1,16,1,39.8737247353223,41,1,1985,34.4495145631067,3940225,1985,1,1985
0,43.1080877850914,2,13,1,39.0826267605633,42,1,1988,36.0887710843373,3952144,3976,4,1988
1,22.5160264768959,10,12,1,27.3159999999999,40,1,1987,17.3213430051813,3948169,19870,100,1987
0,0,3,14,0,2.41499999999999,73,1,1987,33.7238632124351,3948169,5961,9,0
0,11.1779996101982,2,16,1,18.9052088546679,61,1,1985,11.0930097087378,3940225,3970,4,1985
0,42.6198285308881,10,14,1,41.3546468401486,59,1,1986,39.284,3944196,19860,100,1986
1,19.5340211433251,4,12,1,21.9229999999999,50,1,1987,19.3838673575129,3948169,7948,16,1987
0,0,6,16,1,0,55,0,1988,0,3952144,11928,36,1988
0,18.2469534089814,2,16,1,35.5186971830985,52,1,1988,18.6386024096385,3952144,3976,4,1988
1,20.9739653660533,10,12,1,18.5449999999999,47,1,1987,14.1753119170984,3948169,19870,100,1987
0,28.3721074022245,2,16,1,9.55699999999997,27,1,1987,4.1250487046632,3948169,3974,4,1987
0,0.0327032258064515,2,14,0,0.0376267605633802,70,1,1988,2.38016867469879,3952144,3976,4,0
1,0.742166666666665,5,12,1,22.5001732435033,66,1,1985,34.4495145631067,3940225,9925,25,1985
0,0,4,12,1,0,56,0,1985,0,3940225,7940,16,1985
1,38.9685690154858,10,12,1,38.9391183830605,56,1,1985,33.4093786407766,3940225,19850,100,1985
0,39.049119245337,2,15,1,37.0604119345523,49,1,1985,34.4495145631067,3940225,3970,4,1985
1,5.93077255042568,10,16,1,1.59714498141264,47,0,1986,0,3944196,19860,100,1986
1,29.9313994119693,5,14,1,40.3360594795538,44,1,1986,28.8299845984598,3944196,9930,25,1986
1,29.4131737022696,4,14,1,24.8871449814126,36,1,1986,22.0321320132013,3944196,7944,16,1986
1,0.92442147163057,1,14,1,16.7068698884758,29,1,1986,0.0470231023102309,3944196,1986,1,1986
1,0,2,13,1,8.40640148698883,30,0,1986,0,3944196,3972,4,1986
1,0,6,11,0,0,80,0,1986,0,3944196,11916,36,0
0,31.0690242536947,1,14,1,39.8737247353223,58,1,1985,34.4495145631067,3940225,1985,1,1985
0,21.9101519716822,1,13,1,18.277531598513,56,1,1986,13.8549350935093,3944196,1986,1,1986
0,14.3762313097071,2,16,1,29.5476958614051,49,1,1985,21.7896504854368,3940225,3970,4,1985
0,43.3790663318042,2,16,1,42.257,37,1,1988,28.0393333333333,3952144,3976,4,1988
1,27.4487857803288,1,14,1,21.9595563380281,41,1,1988,14.5440080321285,3952144,1988,1,1988
0,0,10,17,0,0,77,0,1987,0,3948169,19870,100,0
1,0,10,16,0,0,63,0,1986,0,3944196,19860,100,0
1,0,10,16,1,0,56,1,1986,0.529311331133112,3944196,19860,100,1986
0,0.0545053763440859,2,16,1,0.171732394366197,49,0,1988,0,3952144,3976,4,1988
0,40.6953248583527,2,12,1,35.6627218479306,43,1,1985,33.4093786407766,3940225,3970,4,1985
0,42.3938841260413,2,16,1,39.8737247353223,43,1,1985,34.4495145631067,3940225,3970,4,1985
0,1.45603586880485,1,14,1,0,40,0,1987,0,3948169,1987,1,1987
1,24.5756629880494,4,16,1,20.0708296438883,31,1,1985,18.818213592233,3940225,7940,16,1985
0,16.0293544578129,4,10,1,10.1593903345725,66,1,1986,28.3344334433443,3944196,7944,16,1986
0,8.91746034347586,1,13,1,17.9684927815206,67,1,1985,21.6366893203883,3940225,1985,1,1985
1,0,5,13,0,0,68,1,1988,3.41124497991967,3952144,9940,25,0
0,0,2,13,1,0,69,0,1987,0,3948169,3974,4,1987
1,31.8264102985944,4,14,1,39.8737247353223,54,1,1985,34.4495145631067,3940225,7940,16,1985
1,0,3,12,1,0,55,0,1988,0,3952144,5964,9,1988
0,42.6478707844092,3,16,1,40.3360594795538,50,1,1986,35.8099009900989,3944196,5958,9,1986
1,3.66177609713469,2,8,1,12.530676056338,46,1,1988,1.08609638554217,3952144,3976,4,1988
0,14.4683743172179,2,15,1,14.7294295774647,44,1,1988,12.5258714859437,3952144,3976,4,1988
0,24.8247743203123,1,16,1,14.927,28,1,1987,4.51574715025905,3948169,1987,1,1987
1,0.14121040365755,5,12,1,0.335999999999999,70,1,1987,27.7793409326424,3948169,9935,25,1987
1,0.773786864931844,1,16,1,39.2843373493975,65,1,1984,34.5707988980715,3936256,1984,1,1984
0,0,1,12,0,0,61,0,1987,0,3948169,1987,1,0
0,10.720667392877,2,13,1,10.2354436619718,52,1,1988,7.62028112449797,3952144,3976,4,1988
1,26.4542535826226,2,13,1,25.9119999999999,48,1,1987,23.5554818652849,3948169,3974,4,1987
0,36.7944587153137,2,14,1,42.257,43,1,1985,34.4495145631067,3940225,3970,4,1985
1,30.2738260404486,3,15,1,41.9999999999999,40,1,1987,26.8752829015543,3948169,5961,9,1987
0,42.8582199273879,6,16,1,41.9999999999999,40,1,1987,36.7983419689118,3948169,11922,36,1987
0,25.2423794219452,2,16,1,13.4290557620817,35,1,1986,15.429606160616,3944196,3972,4,1986
0,37.5114847149562,1,16,1,27.3382535211267,33,1,1988,28.8107148594377,3952144,1988,1,1988
0,0,10,16,0,0,81,1,1986,3.14210781078107,3944196,19860,100,0
1,0,1,9,0,0,68,0,1987,0,3948169,1987,1,0
1,2.98799510615625,4,10,1,8.62599999999998,68,1,1987,9.81516269430049,3948169,7948,16,1987
0,0,4,9,0,21.8704215591915,66,1,1985,18.8075728155339,3940225,7940,16,0
0,0,2,14,0,0,68,1,1988,39.284,3952144,3976,4,0
1,36.7732286398231,5,14,1,40.3360594795538,54,1,1986,35.8099009900989,3944196,9930,25,1986
0,42.8582199273879,10,16,1,41.9999999999999,50,1,1987,36.7983419689118,3948169,19870,100,1987
0,9.64247696891856,2,14,1,16.9094128970163,44,1,1985,16.4533009708737,3940225,3970,4,1985
1,28.8545997863775,10,16,1,37.5994456207891,44,1,1985,31.580495145631,3940225,19850,100,1985
1,3.1583402502204,1,15,1,16.7596227141482,42,1,1985,10.6075242718446,3940225,1985,1,1985
0,5.5232464492337,2,16,1,35.316727622714,34,1,1985,20.6431067961164,3940225,3970,4,1985
1,22.7150137263734,2,15,1,0.202533205004812,40,1,1985,0.0425631067961164,3940225,3970,4,1985
0,38.5796777522851,2,16,1,32.6278883541866,35,1,1985,9.70970873786405,3940225,3970,4,1985
0,0,1,12,0,0,81,0,1988,0,3952144,1988,1,0
1,0,3,8,0,11.3914379210779,66,1,1985,9.0592912621359,3940225,5955,9,0
0,31.4591088713144,2,14,1,28.2396689124157,59,1,1985,31.3317669902912,3940225,3970,4,1985
1,0,0,14,1,0,54,0,1984,0,3936256,0,0,1984
0,28.8951958776399,3,14,1,27.6899999999999,55,1,1987,23.5702466321243,3948169,5961,9,1987
1,0,2,12,0,0,47,1,1987,4.33856994818652,3948169,3974,4,0
0,14.9092439996229,2,12,1,14.580281039461,43,1,1985,15.1963592233009,3940225,3970,4,1985
0,1.19322588902682,1,16,1,1.22230483271375,41,0,1986,0,3944196,1986,1,1986
1,25.7636041388426,10,14,1,24.2067286245353,42,1,1986,11.3759735973597,3944196,19860,100,1986
1,0,5,14,1,22.4359999999999,34,0,1987,0,3948169,9935,25,1987
0,0,3,12,0,0,67,0,1986,0,3944196,5958,9,0
0,0,4,14,0,0,77,0,1985,0,3940225,7940,16,0
0,17.7525581453385,4,13,1,19.5408309859154,63,1,1988,14.4504738955823,3952144,7952,16,1988
1,0,1,15,1,14.1562271414822,55,1,1985,1.71183495145631,3940225,1985,1,1985
0,0,2,13,1,0,53,0,1987,0,3948169,3974,4,1987
0,35.0149710989034,2,16,1,29.7976977863329,51,1,1985,24.4272330097087,3940225,3970,4,1985
1,5.98847430897475,4,16,1,5.96179182156132,49,1,1986,4.23931353135312,3944196,7944,16,1986
0,0,1,12,1,0,48,0,1987,0,3948169,1987,1,1987
0,0,2,16,1,0,42,0,1985,0,3940225,3970,4,1985
0,20.0821411281591,5,12,1,28.1629999999999,41,1,1987,23.6429347150258,3948169,9935,25,1987
1,28.4798156149864,3,16,1,28.5466333012511,35,0,1985,0,3940225,5955,9,1985
1,20.9109308491814,3,13,1,17.929,36,1,1987,13.9106818652849,3948169,5961,9,1987
1,1.28620011634354,2,16,1,15.696,34,1,1987,10.3762238341969,3948169,3974,4,1987
1,4.02614146184164,5,12,1,9.70399999999997,61,1,1987,6.94852642487045,3948169,9935,25,1987
1,16.9537150321361,3,14,1,31.669020211742,55,1,1985,22.9973786407766,3940225,5955,9,1985
0,42.8582199273879,4,12,1,41.9999999999999,54,1,1987,39.284,3948169,7948,16,1987
1,0,2,11,0,0,49,1,1987,14.1298818652849,3948169,3974,4,0
1,23.0589464968366,2,14,1,36.5642304832713,49,1,1986,10.370402640264,3944196,3972,4,1986
0,22.8025919190081,2,14,1,18.1486408450704,51,1,1988,13.573453815261,3952144,3976,4,1988
0,33.2345746061793,2,12,1,34.6909084507041,47,1,1988,28.8393253012047,3952144,3976,4,1988
0,0,2,16,1,0,45,0,1986,0,3944196,3972,4,1986
0,18.0093784914423,2,16,1,0.770048123195378,36,1,1985,20.7495145631067,3940225,3970,4,1985
0,8.68164414935271,2,16,0,1.11920692974013,31,0,1985,0,3940225,3970,4,0
0,42.8695924614948,1,16,1,41.1048239436619,39,1,1988,32.7864658634537,3952144,1988,1,1988
0,0,1,14,0,15.4094013474494,37,1,1985,16.5676893203883,3940225,1985,1,0
0,42.3759697106135,1,16,1,42.257,39,1,1988,39.284,3952144,1988,1,1988
0,0.12924091293322,2,12,1,37.6429999999999,65,1,1987,26.7389927461139,3948169,3974,4,1987
1,0,10,8,1,0,60,0,1987,0,3948169,19870,100,1987
1,33.9366248648737,5,16,1,42.257,56,1,1988,11.2527068273092,3952144,9940,25,1988
0,41.5754095210294,10,13,1,36.4580866217516,47,1,1985,34.4495145631067,3940225,19850,100,1985
0,0.415053254437869,1,16,0,3.00177695167285,23,0,1986,0,3944196,1986,1,0
0,13.8471390997599,2,16,1,10.9493873239436,27,1,1988,1.90369477911646,3952144,3976,4,1988
0,35.2320632743526,3,16,1,39.8737247353223,64,1,1985,34.4495145631067,3940225,5955,9,1985
1,5.26474973045703,1,12,1,18.7921549295774,63,1,1988,15.0424899598393,3952144,1988,1,1988
1,1.50673674195071,2,14,1,20.8187256977863,58,1,1985,17.262,3940225,3970,4,1985
0,4.26160492246402,2,14,1,8.14599999999998,56,1,1987,15.8312373056994,3948169,3974,4,1987
1,20.3238088494076,2,12,1,28.6090631970259,49,1,1986,33.6263410341033,3944196,3972,4,1986
0,42.8017994972804,2,14,1,41.9999999999999,48,1,1987,36.7983419689118,3948169,3974,4,1987
0,0,1,16,1,0,41,0,1985,0,3940225,1985,1,1985
0,7.22876660202009,2,12,1,8.26278066914496,64,1,1986,10.1123784378438,3944196,3972,4,1986
1,0,6,12,1,0,68,0,1988,0,3952144,11928,36,1988
1,0,2,13,1,0,68,0,1987,0,3948169,3974,4,1987
0,8.032061985657,5,12,1,39.1419999999999,64,1,1987,35.6148891191709,3948169,9935,25,1987
1,0,6,11,1,0,61,0,1988,0,3952144,11928,36,1988
0,3.97395840034611,2,13,0,2.69754929577464,58,1,1988,1.08829718875502,3952144,3976,4,0
0,24.6043868710981,2,12,1,28.9957605633802,60,0,1988,0,3952144,3976,4,1988
1,0,10,16,0,0,54,0,1987,0,3948169,19870,100,0
1,32.0974525670765,4,12,1,28.9726056338027,48,1,1988,18.0641927710843,3952144,7952,16,1988
0,40.0157473773149,5,16,1,41.9999999999999,42,1,1987,29.3875647668393,3948169,9935,25,1987
0,0,2,16,1,0,40,0,1987,0,3948169,3974,4,1987
1,5.71515344620483,2,12,1,18.7099999999999,38,1,1987,14.3604393782383,3948169,3974,4,1987
0,0.0788604992657854,2,16,0,0,33,0,1987,0,3948169,3974,4,0
1,13.5945212975895,2,12,0,16.321843866171,34,1,1986,10.2184818481848,3944196,3972,4,0
1,0,3,13,0,0,67,1,1988,39.284,3952144,5964,9,0
1,0.078670187793427,4,13,1,16.0117266602502,63,1,1985,15.2056699029126,3940225,7940,16,1985
0,0,2,14,1,0,62,0,1988,0,3952144,3976,4,1988
1,19.697236440687,4,12,1,24.1025062560153,51,1,1985,26.5394271844659,3940225,7940,16,1985
1,7.67351868897613,1,14,1,25.2774647887323,48,1,1988,31.0654377510039,3952144,1988,1,1988
0,42.701396607686,2,16,1,39.8737247353223,42,1,1985,34.4495145631067,3940225,3970,4,1985
0,25.6487383976694,2,16,1,0,45,1,1988,2.12157429718875,3952144,3976,4,1988
0,42.6198285308881,2,16,1,40.3360594795538,40,1,1986,35.8099009900989,3944196,3972,4,1986
1,12.2628403769598,2,13,1,9.23043866171001,41,1,1986,5.90923652365235,3944196,3972,4,1986
0,32.1339310963704,2,12,1,38.8779999999999,63,1,1987,36.7983419689118,3948169,3974,4,1987
1,0,4,12,0,0,68,0,1987,0,3948169,7948,16,0
0,0,4,14,1,0,68,1,1987,36.7983419689118,3948169,7948,16,1987
0,0,1,12,1,0,64,0,1988,0,3952144,1988,1,1988
0,0,1,12,0,0,63,0,1985,0,3940225,1985,1,0
0,32.3360155272278,2,12,1,41.9999999999999,61,1,1987,22.9433119170984,3948169,3974,4,1987
0,0,10,12,1,0,59,0,1987,0,3948169,19870,100,1987
1,3.10743684284328,1,12,0,0,58,1,1985,15.1631067961165,3940225,1985,1,0
1,0,10,16,0,0,85,0,1987,0,3948169,19870,100,0
0,0,2,12,1,4.61199999999999,56,0,1987,0,3948169,3974,4,1987
1,0,10,12,1,0,51,0,1987,0,3948169,19870,100,1987
0,1.02916506931133,1,13,0,3.58848327137546,42,0,1986,0,3944196,1986,1,0
0,0,2,16,1,0,41,0,1985,0,3940225,3970,4,1985
1,34.943349185975,1,12,1,31.2871607314725,33,1,1985,27.5396601941747,3940225,1985,1,1985
1,0.283564416483091,2,16,1,0,32,1,1988,4.41040963855421,3952144,3976,4,1988
1,0,1,12,0,0,75,0,1985,0,3940225,1985,1,0
0,36.3769384404623,2,14,1,35.1208921933085,57,1,1986,35.8099009900989,3944196,3972,4,1986
1,17.8520122237258,10,11,1,24.4705427509293,47,1,1986,19.1709570957095,3944196,19860,100,1986
0,42.3938841260413,1,16,1,42.257,43,1,1985,34.4495145631067,3940225,1985,1,1985
0,0,2,16,1,0,42,0,1988,0,3952144,3976,4,1988
0,0,2,16,1,15.8229066410009,32,1,1985,2.72802912621358,3940225,3970,4,1985
0,0,2,8,0,0,76,0,1986,0,3944196,3972,4,0
1,42.1216488032939,3,12,1,39.8737247353223,61,1,1985,35.1464854368931,3940225,5955,9,1985
1,0,1,8,0,0,62,0,1986,0,3944196,1986,1,0
0,5.7262851866478,2,12,1,6.77869888475835,62,1,1986,26.3666974697469,3944196,3972,4,1986
0,21.0623616676197,1,9,1,40.3360594795538,59,1,1986,35.8099009900989,3944196,1986,1,1986
0,0,1,12,0,0,59,1,1985,3.99162135922329,3940225,1985,1,0
0,0.185446041138348,1,12,1,0,59,0,1986,0,3944196,1986,1,1986
1,0,2,8,0,7.30327137546466,63,1,1986,18.9213729372937,3944196,3972,4,0
1,0,1,12,1,17.0441204819277,50,1,1984,34.5707988980715,3936256,1984,1,1984
1,19.1965977995273,1,16,1,6.30530120481926,49,1,1984,21.8520661157024,3936256,1984,1,1984
1,8.19976613708558,1,12,1,7.15353903345723,45,1,1986,2.84188338833883,3944196,1986,1,1986
1,7.74682878886155,1,16,1,0,34,0,1987,0,3948169,1987,1,1987
0,1.29135640389387,2,12,0,5.57799999999998,73,1,1987,13.4189015544041,3948169,3974,4,0
1,1.7758440860215,3,16,1,42.257,66,1,1988,39.284,3952144,5964,9,1988
1,0,5,12,0,0,71,0,1986,0,3944196,9930,25,0
1,0,3,9,0,0,65,0,1987,0,3948169,5961,9,0
1,0.521190700551135,4,12,1,0,62,0,1988,0,3952144,7952,16,1988
0,27.7943324120215,2,16,1,30.0425563380281,57,1,1988,17.9453493975903,3952144,3976,4,1988
0,42.6198285308881,2,11,1,35.9510408921932,50,1,1986,25.9519295929592,3944196,3972,4,1986
1,5.04367118905709,3,10,1,26.3425915492957,54,1,1988,25.5722329317268,3952144,5964,9,1988
0,16.8059529183915,1,14,1,14.542,52,1,1987,12.9259854922279,3948169,1987,1,1987
1,28.5430869264519,2,12,1,19.1969999999999,48,1,1987,11.4495088082901,3948169,3974,4,1987
0,42.6612147773729,2,12,1,39.8737247353223,46,1,1985,31.5099999999999,3940225,3970,4,1985
1,1.49603748503912,2,15,1,5.97699999999998,27,1,1987,0.354354404145077,3948169,3974,4,1987
1,24.624716742916,2,12,1,21.0806338028168,28,1,1988,7.19882730923693,3952144,3976,4,1988
0,0.0111808212190767,2,13,0,0,69,1,1985,34.4495145631067,3940225,3970,4,0
1,9.72697022684769,2,12,1,17.8904331087584,57,1,1985,21.4411650485436,3940225,3970,4,1985
1,0,5,11,1,10.441,53,1,1987,8.12857202072536,3948169,9935,25,1987
1,24.8592081547065,1,15,1,29.0935180722891,36,1,1984,20.4918787878787,3936256,1984,1,1984
1,17.7485922947239,2,16,0,4.29813380281689,25,0,1988,0,3952144,3976,4,0
1,2.05667509440481,3,8,1,16.6426056338028,83,1,1988,11.4551807228915,3952144,5964,9,1988
0,0.803548041701886,1,13,1,21.2399999999999,66,1,1987,20.8819233160621,3948169,1987,1,1987
1,8.04620346178681,1,16,1,23.1953654618473,31,1,1984,0.439305785123966,3936256,1984,1,1984
0,15.6148940175159,2,15,1,19.2292042253521,63,1,1988,16.0592610441767,3952144,3976,4,1988
1,0.177658064516129,0,14,1,22.8234297188754,48,1,1984,25.343867768595,3936256,0,0,1984
1,2.6799483568075,3,12,1,15.3904138594802,64,1,1985,15.7616504854368,3940225,5955,9,1985
1,0,1,12,1,0,64,0,1987,0,3948169,1987,1,1987
1,43.1015581061629,5,16,1,41.9999999999999,53,1,1987,39.284,3948169,9935,25,1987
1,3.91882264665401,2,11,1,0,54,0,1988,0,3952144,3976,4,1988
0,0,3,16,0,0,47,0,1987,0,3948169,5961,9,0
1,0,3,14,1,39.6739776951672,65,1,1986,35.8099009900989,3944196,5958,9,1986
1,3.92662507611169,10,13,1,33.7759999999999,53,1,1987,30.270043523316,3948169,19870,100,1987
0,4.54640253527483,2,14,0,3.41939776951672,41,0,1986,0,3944196,3972,4,0
1,0,1,12,0,0,74,0,1988,0,3952144,1988,1,0
0,0,2,16,1,0,51,0,1986,0,3944196,3972,4,1986
0,0,3,14,0,0,72,1,1988,19.9909959839357,3952144,5964,9,0
0,16.9699965123594,2,14,1,31.0999999999999,39,1,1987,20.7342756476683,3948169,3974,4,1987
1,0.413090375586853,5,16,1,13.222282527881,35,1,1986,9.47334653465344,3944196,9930,25,1986
0,22.9391754638116,2,16,1,0,37,1,1985,31.7135048543688,3940225,3970,4,1985
1,4.01591549295774,2,14,1,10.817593840231,64,1,1985,17.6091553398058,3940225,3970,4,1985
